k1x,k1y,k2x,k2y,k3x,k3y,page1,page2,page3
2,-5,-9,1,-7,-4,16,38,31
2,-5,-9,2,-7,-3,16,39,28
2,-5,-9,3,-7,-2,16,41,27
2,-5,-9,4,-7,-1,16,42,25
2,-5,-9,5,-7,0,16,47,24
2,-5,-8,-3,-6,-8,16,34,44
2,-5,-8,-2,-6,-7,16,32,39
2,-5,-8,-1,-6,-6,16,31,33
2,-5,-8,0,-6,-5,16,30,29
2,-5,-8,1,-6,-4,16,31,26
2,-5,-8,2,-6,-3,16,32,23
2,-5,-8,3,-6,-2,16,34,21
2,-5,-8,4,-6,-1,16,36,20
2,-5,-8,5,-6,0,16,40,19
2,-5,-8,6,-6,1,16,44,20
2,-5,-8,7,-6,2,16,49,21
2,-5,-7,-4,-5,-9,16,31,47
2,-5,-7,-3,-5,-8,16,28,40
2,-5,-7,-2,-5,-7,16,27,35
2,-5,-7,-1,-5,-6,16,25,29
2,-5,-7,0,-5,-5,16,24,25
2,-5,-7,1,-5,-4,16,25,22
2,-5,-7,2,-5,-3,16,27,18
2,-5,-7,3,-5,-2,16,28,16
2,-5,-7,4,-5,-1,16,31,15
2,-5,-7,5,-5,0,16,35,14
2,-5,-7,6,-5,1,16,39,15
2,-5,-7,7,-5,2,16,43,16
2,-5,-7,8,-5,3,16,49,18
2,-5,-6,-4,-4,-9,16,26,42
2,-5,-6,-3,-4,-8,16,23,36
2,-5,-6,-2,-4,-7,16,21,31
2,-5,-6,-1,-4,-6,16,20,26
2,-5,-6,0,-4,-5,16,19,22
2,-5,-6,1,-4,-4,16,20,17
2,-5,-6,2,-4,-3,16,21,14
2,-5,-6,3,-4,-2,16,23,13
2,-5,-6,4,-4,-1,16,26,11
2,-5,-6,5,-4,0,16,29,10
2,-5,-6,6,-4,1,16,33,11
2,-5,-6,7,-4,2,16,39,13
2,-5,-6,8,-4,3,16,44,14
2,-5,-5,-5,-3,-10,16,25,48
2,-5,-5,-4,-3,-9,16,22,41
2,-5,-5,-3,-3,-8,16,18,34
2,-5,-5,-2,-3,-7,16,16,28
2,-5,-5,-1,-3,-6,16,15,23
2,-5,-5,0,-3,-5,16,14,18
2,-5,-5,1,-3,-4,16,15,14
2,-5,-5,2,-3,-3,16,16,12
2,-5,-5,3,-3,-2,16,18,9
2,-5,-5,4,-3,-1,16,22,8
2,-5,-5,5,-3,0,16,25,7
2,-5,-5,6,-3,1,16,29,8
2,-5,-5,7,-3,2,16,35,9
2,-5,-5,8,-3,3,16,40,12
2,-5,-5,9,-3,4,16,47,14
2,-5,-4,-5,-2,-10,16,22,46
2,-5,-4,-4,-2,-9,16,17,39
2,-5,-4,-3,-2,-8,16,14,32
2,-5,-4,-2,-2,-7,16,13,27
2,-5,-4,-1,-2,-6,16,11,21
2,-5,-4,0,-2,-5,16,10,16
2,-5,-4,1,-2,-4,16,11,13
2,-5,-4,2,-2,-3,16,13,9
2,-5,-4,3,-2,-2,16,14,6
2,-5,-4,4,-2,-1,16,17,5
2,-5,-4,5,-2,0,16,22,4
2,-5,-4,6,-2,1,16,26,5
2,-5,-4,7,-2,2,16,31,6
2,-5,-4,8,-2,3,16,36,9
2,-5,-4,9,-2,4,16,42,13
2,-5,-3,-5,-1,-10,16,18,45
2,-5,-3,-4,-1,-9,16,14,38
2,-5,-3,-3,-1,-8,16,12,31
2,-5,-3,-2,-1,-7,16,9,25
2,-5,-3,-1,-1,-6,16,8,20
2,-5,-3,0,-1,-5,16,7,15
2,-5,-3,1,-1,-4,16,8,11
2,-5,-3,2,-1,-3,16,9,8
2,-5,-3,3,-1,-2,16,12,5
2,-5,-3,4,-1,-1,16,14,3
2,-5,-3,5,-1,0,16,18,2
2,-5,-3,6,-1,1,16,23,3
2,-5,-3,7,-1,2,16,28,5
2,-5,-3,8,-1,3,16,34,8
2,-5,-3,9,-1,4,16,41,11
2,-5,-3,10,-1,5,16,48,15
2,-5,-2,-5,0,-10,16,16,44
2,-5,-2,-4,0,-9,16,13,37
2,-5,-2,-3,0,-8,16,9,30
2,-5,-2,-2,0,-7,16,6,24
2,-5,-2,-1,0,-6,16,5,19
2,-5,-2,0,0,-5,16,4,14
2,-5,-2,1,0,-4,16,5,10
2,-5,-2,2,0,-3,16,6,7
2,-5,-2,3,0,-2,16,9,4
2,-5,-2,4,0,-1,16,13,2
2,-5,-2,5,0,0,16,16,1
2,-5,-2,6,0,1,16,21,2
2,-5,-2,7,0,2,16,27,4
2,-5,-2,8,0,3,16,32,7
2,-5,-2,9,0,4,16,39,10
2,-5,-2,10,0,5,16,46,14
2,-5,-1,-5,1,-10,16,15,45
2,-5,-1,-4,1,-9,16,11,38
2,-5,-1,-3,1,-8,16,8,31
2,-5,-1,-2,1,-7,16,5,25
2,-5,-1,-1,1,-6,16,3,20
2,-5,-1,0,1,-5,16,2,15
2,-5,-1,1,1,-4,16,3,11
2,-5,-1,2,1,-3,16,5,8
2,-5,-1,3,1,-2,16,8,5
2,-5,-1,4,1,-1,16,11,3
2,-5,-1,5,1,0,16,15,2
2,-5,-1,6,1,1,16,20,3
2,-5,-1,7,1,2,16,25,5
2,-5,-1,8,1,3,16,31,8
2,-5,-1,9,1,4,16,38,11
2,-5,-1,10,1,5,16,45,15
2,-5,0,-5,2,-10,16,14,46
2,-5,0,-4,2,-9,16,10,39
2,-5,0,-3,2,-8,16,7,32
2,-5,0,-2,2,-7,16,4,27
2,-5,0,-1,2,-6,16,2,21
2,-5,0,1,2,-4,16,2,13
2,-5,0,2,2,-3,16,4,9
2,-5,0,3,2,-2,16,7,6
2,-5,0,4,2,-1,16,10,5
2,-5,0,5,2,0,16,14,4
2,-5,0,6,2,1,16,19,5
2,-5,0,7,2,2,16,24,6
2,-5,0,8,2,3,16,30,9
2,-5,0,9,2,4,16,37,13
2,-5,0,10,2,5,16,44,16
2,-5,1,-5,3,-10,16,15,48
2,-5,1,-4,3,-9,16,11,41
2,-5,1,-3,3,-8,16,8,34
2,-5,1,-2,3,-7,16,5,28
2,-5,1,-1,3,-6,16,3,23
2,-5,1,0,3,-5,16,2,18
2,-5,1,1,3,-4,16,3,14
2,-5,1,2,3,-3,16,5,12
2,-5,1,3,3,-2,16,8,9
2,-5,1,4,3,-1,16,11,8
2,-5,1,5,3,0,16,15,7
2,-5,1,6,3,1,16,20,8
2,-5,1,7,3,2,16,25,9
2,-5,1,8,3,3,16,31,12
2,-5,1,9,3,4,16,38,14
2,-5,1,10,3,5,16,45,18
2,-5,2,-4,4,-9,16,13,42
2,-5,2,-3,4,-8,16,9,36
2,-5,2,-2,4,-7,16,6,31
2,-5,2,-1,4,-6,16,5,26
2,-5,2,0,4,-5,16,4,22
2,-5,2,1,4,-4,16,5,17
2,-5,2,2,4,-3,16,6,14
2,-5,2,3,4,-2,16,9,13
2,-5,2,4,4,-1,16,13,11
2,-5,2,5,4,0,16,16,10
2,-5,2,6,4,1,16,21,11
2,-5,2,7,4,2,16,27,13
2,-5,2,8,4,3,16,32,14
2,-5,2,9,4,4,16,39,17
2,-5,2,10,4,5,16,46,22
2,-5,3,-4,5,-9,16,14,47
2,-5,3,-3,5,-8,16,12,40
2,-5,3,-2,5,-7,16,9,35
2,-5,3,-1,5,-6,16,8,29
2,-5,3,0,5,-5,16,7,25
2,-5,3,1,5,-4,16,8,22
2,-5,3,2,5,-3,16,9,18
2,-5,3,3,5,-2,16,12,16
2,-5,3,4,5,-1,16,14,15
2,-5,3,5,5,0,16,18,14
2,-5,3,6,5,1,16,23,15
2,-5,3,7,5,2,16,28,16
2,-5,3,8,5,3,16,34,18
2,-5,3,9,5,4,16,41,22
2,-5,3,10,5,5,16,48,25
2,-5,4,-3,6,-8,16,14,44
2,-5,4,-2,6,-7,16,13,39
2,-5,4,-1,6,-6,16,11,33
2,-5,4,0,6,-5,16,10,29
2,-5,4,1,6,-4,16,11,26
2,-5,4,2,6,-3,16,13,23
2,-5,4,3,6,-2,16,14,21
2,-5,4,4,6,-1,16,17,20
2,-5,4,5,6,0,16,22,19
2,-5,4,6,6,1,16,26,20
2,-5,4,7,6,2,16,31,21
2,-5,4,8,6,3,16,36,23
2,-5,4,9,6,4,16,42,26
2,-5,5,-3,7,-8,16,18,49
2,-5,5,-2,7,-7,16,16,43
2,-5,5,-1,7,-6,16,15,39
2,-5,5,0,7,-5,16,14,35
2,-5,5,1,7,-4,16,15,31
2,-5,5,2,7,-3,16,16,28
2,-5,5,3,7,-2,16,18,27
2,-5,5,4,7,-1,16,22,25
2,-5,5,5,7,0,16,25,24
2,-5,5,6,7,1,16,29,25
2,-5,5,7,7,2,16,35,27
2,-5,5,8,7,3,16,40,28
2,-5,5,9,7,4,16,47,31
2,-5,6,-2,8,-7,16,21,49
2,-5,6,-1,8,-6,16,20,44
2,-5,6,0,8,-5,16,19,40
2,-5,6,1,8,-4,16,20,36
2,-5,6,2,8,-3,16,21,34
2,-5,6,3,8,-2,16,23,32
2,-5,6,4,8,-1,16,26,31
2,-5,6,5,8,0,16,29,30
2,-5,6,6,8,1,16,33,31
2,-5,6,7,8,2,16,39,32
2,-5,6,8,8,3,16,44,34
2,-5,7,0,9,-5,16,24,47
2,-5,7,1,9,-4,16,25,42
2,-5,7,2,9,-3,16,27,41
2,-5,7,3,9,-2,16,28,39
2,-5,7,4,9,-1,16,31,38
2,-5,7,5,9,0,16,35,37
2,-5,7,6,9,1,16,39,38
2,-5,7,7,9,2,16,43,39
2,-5,7,8,9,3,16,49,41
2,-5,8,2,10,-3,16,32,48
2,-5,8,3,10,-2,16,34,46
2,-5,8,4,10,-1,16,36,45
2,-5,8,5,10,0,16,40,44
2,-5,8,6,10,1,16,44,45
2,-5,8,7,10,2,16,49,46
2,-4,-10,-3,-8,-7,13,48,49
2,-4,-10,-2,-8,-6,13,46,44
2,-4,-10,-1,-8,-5,13,45,40
2,-4,-10,0,-8,-4,13,44,36
2,-4,-10,1,-8,-3,13,45,34
2,-4,-10,2,-8,-2,13,46,32
2,-4,-10,3,-8,-1,13,48,31
2,-4,-9,-4,-7,-8,13,42,49
2,-4,-9,-3,-7,-7,13,41,43
2,-4,-9,-2,-7,-6,13,39,39
2,-4,-9,-1,-7,-5,13,38,35
2,-4,-9,0,-7,-4,13,37,31
2,-4,-9,1,-7,-3,13,38,28
2,-4,-9,2,-7,-2,13,39,27
2,-4,-9,3,-7,-1,13,41,25
2,-4,-9,4,-7,0,13,42,24
2,-4,-9,5,-7,1,13,47,25
2,-4,-8,-4,-6,-8,13,36,44
2,-4,-8,-3,-6,-7,13,34,39
2,-4,-8,-2,-6,-6,13,32,33
2,-4,-8,-1,-6,-5,13,31,29
2,-4,-8,0,-6,-4,13,30,26
2,-4,-8,1,-6,-3,13,31,23
2,-4,-8,2,-6,-2,13,32,21
2,-4,-8,3,-6,-1,13,34,20
2,-4,-8,4,-6,0,13,36,19
2,-4,-8,5,-6,1,13,40,20
2,-4,-8,6,-6,2,13,44,21
2,-4,-8,7,-6,3,13,49,23
2,-4,-7,-5,-5,-9,13,35,47
2,-4,-7,-4,-5,-8,13,31,40
2,-4,-7,-3,-5,-7,13,28,35
2,-4,-7,-2,-5,-6,13,27,29
2,-4,-7,-1,-5,-5,13,25,25
2,-4,-7,0,-5,-4,13,24,22
2,-4,-7,1,-5,-3,13,25,18
2,-4,-7,2,-5,-2,13,27,16
2,-4,-7,3,-5,-1,13,28,15
2,-4,-7,4,-5,0,13,31,14
2,-4,-7,5,-5,1,13,35,15
2,-4,-7,6,-5,2,13,39,16
2,-4,-7,7,-5,3,13,43,18
2,-4,-7,8,-5,4,13,49,22
2,-4,-6,-5,-4,-9,13,29,42
2,-4,-6,-4,-4,-8,13,26,36
2,-4,-6,-3,-4,-7,13,23,31
2,-4,-6,-2,-4,-6,13,21,26
2,-4,-6,-1,-4,-5,13,20,22
2,-4,-6,0,-4,-4,13,19,17
2,-4,-6,1,-4,-3,13,20,14
2,-4,-6,2,-4,-2,13,21,13
2,-4,-6,3,-4,-1,13,23,11
2,-4,-6,4,-4,0,13,26,10
2,-4,-6,5,-4,1,13,29,11
2,-4,-6,6,-4,2,13,33,13
2,-4,-6,7,-4,3,13,39,14
2,-4,-6,8,-4,4,13,44,17
2,-4,-5,-6,-3,-10,13,29,48
2,-4,-5,-5,-3,-9,13,25,41
2,-4,-5,-4,-3,-8,13,22,34
2,-4,-5,-3,-3,-7,13,18,28
2,-4,-5,-2,-3,-6,13,16,23
2,-4,-5,-1,-3,-5,13,15,18
2,-4,-5,0,-3,-4,13,14,14
2,-4,-5,1,-3,-3,13,15,12
2,-4,-5,2,-3,-2,13,16,9
2,-4,-5,3,-3,-1,13,18,8
2,-4,-5,4,-3,0,13,22,7
2,-4,-5,5,-3,1,13,25,8
2,-4,-5,6,-3,2,13,29,9
2,-4,-5,7,-3,3,13,35,12
2,-4,-5,8,-3,4,13,40,14
2,-4,-5,9,-3,5,13,47,18
2,-4,-4,-6,-2,-10,13,26,46
2,-4,-4,-5,-2,-9,13,22,39
2,-4,-4,-4,-2,-8,13,17,32
2,-4,-4,-3,-2,-7,13,14,27
2,-4,-4,-2,-2,-6,13,13,21
2,-4,-4,-1,-2,-5,13,11,16
2,-4,-4,0,-2,-4,13,10,13
2,-4,-4,1,-2,-3,13,11,9
2,-4,-4,2,-2,-2,13,13,6
2,-4,-4,3,-2,-1,13,14,5
2,-4,-4,4,-2,0,13,17,4
2,-4,-4,5,-2,1,13,22,5
2,-4,-4,6,-2,2,13,26,6
2,-4,-4,7,-2,3,13,31,9
2,-4,-4,8,-2,4,13,36,13
2,-4,-4,9,-2,5,13,42,16
2,-4,-3,-6,-1,-10,13,23,45
2,-4,-3,-5,-1,-9,13,18,38
2,-4,-3,-4,-1,-8,13,14,31
2,-4,-3,-3,-1,-7,13,12,25
2,-4,-3,-2,-1,-6,13,9,20
2,-4,-3,-1,-1,-5,13,8,15
2,-4,-3,0,-1,-4,13,7,11
2,-4,-3,1,-1,-3,13,8,8
2,-4,-3,2,-1,-2,13,9,5
2,-4,-3,3,-1,-1,13,12,3
2,-4,-3,4,-1,0,13,14,2
2,-4,-3,5,-1,1,13,18,3
2,-4,-3,6,-1,2,13,23,5
2,-4,-3,7,-1,3,13,28,8
2,-4,-3,8,-1,4,13,34,11
2,-4,-3,9,-1,5,13,41,15
2,-4,-3,10,-1,6,13,48,20
2,-4,-2,-6,0,-10,13,21,44
2,-4,-2,-5,0,-9,13,16,37
2,-4,-2,-4,0,-8,13,13,30
2,-4,-2,-3,0,-7,13,9,24
2,-4,-2,-2,0,-6,13,6,19
2,-4,-2,-1,0,-5,13,5,14
2,-4,-2,0,0,-4,13,4,10
2,-4,-2,1,0,-3,13,5,7
2,-4,-2,2,0,-2,13,6,4
2,-4,-2,3,0,-1,13,9,2
2,-4,-2,4,0,0,13,13,1
2,-4,-2,5,0,1,13,16,2
2,-4,-2,6,0,2,13,21,4
2,-4,-2,7,0,3,13,27,7
2,-4,-2,8,0,4,13,32,10
2,-4,-2,9,0,5,13,39,14
2,-4,-2,10,0,6,13,46,19
2,-4,-1,-6,1,-10,13,20,45
2,-4,-1,-5,1,-9,13,15,38
2,-4,-1,-4,1,-8,13,11,31
2,-4,-1,-3,1,-7,13,8,25
2,-4,-1,-2,1,-6,13,5,20
2,-4,-1,-1,1,-5,13,3,15
2,-4,-1,0,1,-4,13,2,11
2,-4,-1,1,1,-3,13,3,8
2,-4,-1,2,1,-2,13,5,5
2,-4,-1,3,1,-1,13,8,3
2,-4,-1,4,1,0,13,11,2
2,-4,-1,5,1,1,13,15,3
2,-4,-1,6,1,2,13,20,5
2,-4,-1,7,1,3,13,25,8
2,-4,-1,8,1,4,13,31,11
2,-4,-1,9,1,5,13,38,15
2,-4,-1,10,1,6,13,45,20
2,-4,0,-6,2,-10,13,19,46
2,-4,0,-5,2,-9,13,14,39
2,-4,0,-4,2,-8,13,10,32
2,-4,0,-3,2,-7,13,7,27
2,-4,0,-2,2,-6,13,4,21
2,-4,0,-1,2,-5,13,2,16
2,-4,0,1,2,-3,13,2,9
2,-4,0,2,2,-2,13,4,6
2,-4,0,3,2,-1,13,7,5
2,-4,0,4,2,0,13,10,4
2,-4,0,5,2,1,13,14,5
2,-4,0,6,2,2,13,19,6
2,-4,0,7,2,3,13,24,9
2,-4,0,8,2,4,13,30,13
2,-4,0,9,2,5,13,37,16
2,-4,0,10,2,6,13,44,21
2,-4,1,-6,3,-10,13,20,48
2,-4,1,-5,3,-9,13,15,41
2,-4,1,-4,3,-8,13,11,34
2,-4,1,-3,3,-7,13,8,28
2,-4,1,-2,3,-6,13,5,23
2,-4,1,-1,3,-5,13,3,18
2,-4,1,0,3,-4,13,2,14
2,-4,1,1,3,-3,13,3,12
2,-4,1,2,3,-2,13,5,9
2,-4,1,3,3,-1,13,8,8
2,-4,1,4,3,0,13,11,7
2,-4,1,5,3,1,13,15,8
2,-4,1,6,3,2,13,20,9
2,-4,1,7,3,3,13,25,12
2,-4,1,8,3,4,13,31,14
2,-4,1,9,3,5,13,38,18
2,-4,1,10,3,6,13,45,23
2,-4,2,-5,4,-9,13,16,42
2,-4,2,-4,4,-8,13,13,36
2,-4,2,-3,4,-7,13,9,31
2,-4,2,-2,4,-6,13,6,26
2,-4,2,-1,4,-5,13,5,22
2,-4,2,0,4,-4,13,4,17
2,-4,2,1,4,-3,13,5,14
2,-4,2,2,4,-2,13,6,13
2,-4,2,3,4,-1,13,9,11
2,-4,2,4,4,0,13,13,10
2,-4,2,5,4,1,13,16,11
2,-4,2,6,4,2,13,21,13
2,-4,2,7,4,3,13,27,14
2,-4,2,8,4,4,13,32,17
2,-4,2,9,4,5,13,39,22
2,-4,2,10,4,6,13,46,26
2,-4,3,-5,5,-9,13,18,47
2,-4,3,-4,5,-8,13,14,40
2,-4,3,-3,5,-7,13,12,35
2,-4,3,-2,5,-6,13,9,29
2,-4,3,-1,5,-5,13,8,25
2,-4,3,0,5,-4,13,7,22
2,-4,3,1,5,-3,13,8,18
2,-4,3,2,5,-2,13,9,16
2,-4,3,3,5,-1,13,12,15
2,-4,3,4,5,0,13,14,14
2,-4,3,5,5,1,13,18,15
2,-4,3,6,5,2,13,23,16
2,-4,3,7,5,3,13,28,18
2,-4,3,8,5,4,13,34,22
2,-4,3,9,5,5,13,41,25
2,-4,3,10,5,6,13,48,29
2,-4,4,-4,6,-8,13,17,44
2,-4,4,-3,6,-7,13,14,39
2,-4,4,-2,6,-6,13,13,33
2,-4,4,-1,6,-5,13,11,29
2,-4,4,0,6,-4,13,10,26
2,-4,4,1,6,-3,13,11,23
2,-4,4,2,6,-2,13,13,21
2,-4,4,3,6,-1,13,14,20
2,-4,4,4,6,0,13,17,19
2,-4,4,5,6,1,13,22,20
2,-4,4,6,6,2,13,26,21
2,-4,4,7,6,3,13,31,23
2,-4,4,8,6,4,13,36,26
2,-4,4,9,6,5,13,42,29
2,-4,5,-4,7,-8,13,22,49
2,-4,5,-3,7,-7,13,18,43
2,-4,5,-2,7,-6,13,16,39
2,-4,5,-1,7,-5,13,15,35
2,-4,5,0,7,-4,13,14,31
2,-4,5,1,7,-3,13,15,28
2,-4,5,2,7,-2,13,16,27
2,-4,5,3,7,-1,13,18,25
2,-4,5,4,7,0,13,22,24
2,-4,5,5,7,1,13,25,25
2,-4,5,6,7,2,13,29,27
2,-4,5,7,7,3,13,35,28
2,-4,5,8,7,4,13,40,31
2,-4,5,9,7,5,13,47,35
2,-4,6,-3,8,-7,13,23,49
2,-4,6,-2,8,-6,13,21,44
2,-4,6,-1,8,-5,13,20,40
2,-4,6,0,8,-4,13,19,36
2,-4,6,1,8,-3,13,20,34
2,-4,6,2,8,-2,13,21,32
2,-4,6,3,8,-1,13,23,31
2,-4,6,4,8,0,13,26,30
2,-4,6,5,8,1,13,29,31
2,-4,6,6,8,2,13,33,32
2,-4,6,7,8,3,13,39,34
2,-4,6,8,8,4,13,44,36
2,-4,7,-1,9,-5,13,25,47
2,-4,7,0,9,-4,13,24,42
2,-4,7,1,9,-3,13,25,41
2,-4,7,2,9,-2,13,27,39
2,-4,7,3,9,-1,13,28,38
2,-4,7,4,9,0,13,31,37
2,-4,7,5,9,1,13,35,38
2,-4,7,6,9,2,13,39,39
2,-4,7,7,9,3,13,43,41
2,-4,7,8,9,4,13,49,42
2,-4,8,1,10,-3,13,31,48
2,-4,8,2,10,-2,13,32,46
2,-4,8,3,10,-1,13,34,45
2,-4,8,4,10,0,13,36,44
2,-4,8,5,10,1,13,40,45
2,-4,8,6,10,2,13,44,46
2,-4,8,7,10,3,13,49,48
2,-3,-10,-3,-8,-6,9,48,44
2,-3,-10,-2,-8,-5,9,46,40
2,-3,-10,-1,-8,-4,9,45,36
2,-3,-10,0,-8,-3,9,44,34
2,-3,-10,1,-8,-2,9,45,32
2,-3,-10,2,-8,-1,9,46,31
2,-3,-10,3,-8,0,9,48,30
2,-3,-9,-5,-7,-8,9,47,49
2,-3,-9,-4,-7,-7,9,42,43
2,-3,-9,-3,-7,-6,9,41,39
2,-3,-9,-2,-7,-5,9,39,35
2,-3,-9,-1,-7,-4,9,38,31
2,-3,-9,0,-7,-3,9,37,28
2,-3,-9,1,-7,-2,9,38,27
2,-3,-9,2,-7,-1,9,39,25
2,-3,-9,3,-7,0,9,41,24
2,-3,-9,4,-7,1,9,42,25
2,-3,-9,5,-7,2,9,47,27
2,-3,-8,-5,-6,-8,9,40,44
2,-3,-8,-4,-6,-7,9,36,39
2,-3,-8,-3,-6,-6,9,34,33
2,-3,-8,-2,-6,-5,9,32,29
2,-3,-8,-1,-6,-4,9,31,26
2,-3,-8,0,-6,-3,9,30,23
2,-3,-8,1,-6,-2,9,31,21
2,-3,-8,2,-6,-1,9,32,20
2,-3,-8,3,-6,0,9,34,19
2,-3,-8,4,-6,1,9,36,20
2,-3,-8,5,-6,2,9,40,21
2,-3,-8,6,-6,3,9,44,23
2,-3,-8,7,-6,4,9,49,26
2,-3,-7,-6,-5,-9,9,39,47
2,-3,-7,-5,-5,-8,9,35,40
2,-3,-7,-4,-5,-7,9,31,35
2,-3,-7,-3,-5,-6,9,28,29
2,-3,-7,-2,-5,-5,9,27,25
2,-3,-7,-1,-5,-4,9,25,22
2,-3,-7,0,-5,-3,9,24,18
2,-3,-7,1,-5,-2,9,25,16
2,-3,-7,2,-5,-1,9,27,15
2,-3,-7,3,-5,0,9,28,14
2,-3,-7,4,-5,1,9,31,15
2,-3,-7,5,-5,2,9,35,16
2,-3,-7,6,-5,3,9,39,18
2,-3,-7,7,-5,4,9,43,22
2,-3,-7,8,-5,5,9,49,25
2,-3,-6,-6,-4,-9,9,33,42
2,-3,-6,-5,-4,-8,9,29,36
2,-3,-6,-4,-4,-7,9,26,31
2,-3,-6,-3,-4,-6,9,23,26
2,-3,-6,-2,-4,-5,9,21,22
2,-3,-6,-1,-4,-4,9,20,17
2,-3,-6,0,-4,-3,9,19,14
2,-3,-6,1,-4,-2,9,20,13
2,-3,-6,2,-4,-1,9,21,11
2,-3,-6,3,-4,0,9,23,10
2,-3,-6,4,-4,1,9,26,11
2,-3,-6,5,-4,2,9,29,13
2,-3,-6,6,-4,3,9,33,14
2,-3,-6,7,-4,4,9,39,17
2,-3,-6,8,-4,5,9,44,22
2,-3,-5,-7,-3,-10,9,35,48
2,-3,-5,-6,-3,-9,9,29,41
2,-3,-5,-5,-3,-8,9,25,34
2,-3,-5,-4,-3,-7,9,22,28
2,-3,-5,-3,-3,-6,9,18,23
2,-3,-5,-2,-3,-5,9,16,18
2,-3,-5,-1,-3,-4,9,15,14
2,-3,-5,0,-3,-3,9,14,12
2,-3,-5,1,-3,-2,9,15,9
2,-3,-5,2,-3,-1,9,16,8
2,-3,-5,3,-3,0,9,18,7
2,-3,-5,4,-3,1,9,22,8
2,-3,-5,5,-3,2,9,25,9
2,-3,-5,6,-3,3,9,29,12
2,-3,-5,7,-3,4,9,35,14
2,-3,-5,8,-3,5,9,40,18
2,-3,-5,9,-3,6,9,47,23
2,-3,-4,-7,-2,-10,9,31,46
2,-3,-4,-6,-2,-9,9,26,39
2,-3,-4,-5,-2,-8,9,22,32
2,-3,-4,-4,-2,-7,9,17,27
2,-3,-4,-3,-2,-6,9,14,21
2,-3,-4,-2,-2,-5,9,13,16
2,-3,-4,-1,-2,-4,9,11,13
2,-3,-4,0,-2,-3,9,10,9
2,-3,-4,1,-2,-2,9,11,6
2,-3,-4,2,-2,-1,9,13,5
2,-3,-4,3,-2,0,9,14,4
2,-3,-4,4,-2,1,9,17,5
2,-3,-4,5,-2,2,9,22,6
2,-3,-4,6,-2,3,9,26,9
2,-3,-4,7,-2,4,9,31,13
2,-3,-4,8,-2,5,9,36,16
2,-3,-4,9,-2,6,9,42,21
2,-3,-3,-7,-1,-10,9,28,45
2,-3,-3,-6,-1,-9,9,23,38
2,-3,-3,-5,-1,-8,9,18,31
2,-3,-3,-4,-1,-7,9,14,25
2,-3,-3,-3,-1,-6,9,12,20
2,-3,-3,-2,-1,-5,9,9,15
2,-3,-3,-1,-1,-4,9,8,11
2,-3,-3,0,-1,-3,9,7,8
2,-3,-3,1,-1,-2,9,8,5
2,-3,-3,2,-1,-1,9,9,3
2,-3,-3,3,-1,0,9,12,2
2,-3,-3,4,-1,1,9,14,3
2,-3,-3,5,-1,2,9,18,5
2,-3,-3,6,-1,3,9,23,8
2,-3,-3,7,-1,4,9,28,11
2,-3,-3,8,-1,5,9,34,15
2,-3,-3,9,-1,6,9,41,20
2,-3,-3,10,-1,7,9,48,25
2,-3,-2,-7,0,-10,9,27,44
2,-3,-2,-6,0,-9,9,21,37
2,-3,-2,-5,0,-8,9,16,30
2,-3,-2,-4,0,-7,9,13,24
2,-3,-2,-3,0,-6,9,9,19
2,-3,-2,-2,0,-5,9,6,14
2,-3,-2,-1,0,-4,9,5,10
2,-3,-2,0,0,-3,9,4,7
2,-3,-2,1,0,-2,9,5,4
2,-3,-2,2,0,-1,9,6,2
2,-3,-2,3,0,0,9,9,1
2,-3,-2,4,0,1,9,13,2
2,-3,-2,5,0,2,9,16,4
2,-3,-2,6,0,3,9,21,7
2,-3,-2,7,0,4,9,27,10
2,-3,-2,8,0,5,9,32,14
2,-3,-2,9,0,6,9,39,19
2,-3,-2,10,0,7,9,46,24
2,-3,-1,-7,1,-10,9,25,45
2,-3,-1,-6,1,-9,9,20,38
2,-3,-1,-5,1,-8,9,15,31
2,-3,-1,-4,1,-7,9,11,25
2,-3,-1,-3,1,-6,9,8,20
2,-3,-1,-2,1,-5,9,5,15
2,-3,-1,-1,1,-4,9,3,11
2,-3,-1,0,1,-3,9,2,8
2,-3,-1,1,1,-2,9,3,5
2,-3,-1,2,1,-1,9,5,3
2,-3,-1,3,1,0,9,8,2
2,-3,-1,4,1,1,9,11,3
2,-3,-1,5,1,2,9,15,5
2,-3,-1,6,1,3,9,20,8
2,-3,-1,7,1,4,9,25,11
2,-3,-1,8,1,5,9,31,15
2,-3,-1,9,1,6,9,38,20
2,-3,-1,10,1,7,9,45,25
2,-3,0,-7,2,-10,9,24,46
2,-3,0,-6,2,-9,9,19,39
2,-3,0,-5,2,-8,9,14,32
2,-3,0,-4,2,-7,9,10,27
2,-3,0,-3,2,-6,9,7,21
2,-3,0,-2,2,-5,9,4,16
2,-3,0,-1,2,-4,9,2,13
2,-3,0,1,2,-2,9,2,6
2,-3,0,2,2,-1,9,4,5
2,-3,0,3,2,0,9,7,4
2,-3,0,4,2,1,9,10,5
2,-3,0,5,2,2,9,14,6
2,-3,0,6,2,3,9,19,9
2,-3,0,7,2,4,9,24,13
2,-3,0,8,2,5,9,30,16
2,-3,0,9,2,6,9,37,21
2,-3,0,10,2,7,9,44,27
2,-3,1,-7,3,-10,9,25,48
2,-3,1,-6,3,-9,9,20,41
2,-3,1,-5,3,-8,9,15,34
